Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),5.0
Loan Term (months),252
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,527083.33
Extraction Timestamp,20250727_180555
Monthly Income,"12,000.00"
Total Investment Amount,"1,496,916.67"
Total Investment Final Value,"3,129,149.26"
Total Investment Profit After Tax,"845,145.17"
Effective Annual Return After Tax,3.11%
Weighted Monthly Payment (30 years),"7,170.30"
Weighted Cost (should be ~0),-0.57
Weighted Investment Profit,"527,082.76"
Weighted Calculation Converged,Yes
