Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),240
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,547127.64
Extraction Timestamp,20250729_031554
Monthly Income,"12,000.00"
Total Investment Amount,"991,628.51"
Total Investment Final Value,"2,393,423.18"
Total Investment Profit After Tax,"732,822.61"
Effective Annual Return After Tax,3.94%
Weighted Monthly Payment (30 years),"8,200.02"
Weighted Cost (should be ~0),0.89
Weighted Investment Profit,"888,372.38"
Weighted Calculation Converged,Yes
