Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,574347.46
Extraction Timestamp,20250729_044443
Monthly Income,"12,000.00"
Total Investment Amount,"2,370,279.08"
Total Investment Final Value,"8,650,248.94"
Total Investment Profit After Tax,"3,531,327.75"
Effective Annual Return After Tax,3.90%
Weighted Monthly Payment (30 years),"6,196.05"
Weighted Cost (should be ~0),0.00
Weighted Investment Profit,"949,720.92"
Weighted Calculation Converged,Yes
