Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,522887.27
Extraction Timestamp,20250729_040532
Monthly Income,"12,000.00"
Total Investment Amount,"1,234,182.88"
Total Investment Final Value,"2,774,996.54"
Total Investment Profit After Tax,"801,061.23"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"7,197.45"
Weighted Cost (should be ~0),-0.01
Weighted Investment Profit,"645,817.11"
Weighted Calculation Converged,Yes
