Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),2.75
Loan Term (months),216
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,248645.83
Extraction Timestamp,20250727_224047
Monthly Income,"12,000.00"
Total Investment Amount,"1,343,354.17"
Total Investment Final Value,"2,593,073.98"
Total Investment Profit After Tax,"634,682.32"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"5,913.47"
Weighted Cost (should be ~0),0.20
Weighted Investment Profit,"248,646.03"
Weighted Calculation Converged,Yes
