Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),60
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,60
Total Mortgage Interest,67751.20
Extraction Timestamp,20250729_032423
Monthly Income,"12,000.00"
Total Investment Amount,0.00
Total Investment Final Value,0.00
Total Investment Profit After Tax,0.00
Effective Annual Return After Tax,0.00%
Weighted Monthly Payment (30 years),"8,663.68"
Weighted Cost (should be ~0),0.16
Weighted Investment Profit,"135,361.70"
Weighted Calculation Converged,Yes
