Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),2.5
Loan Term (months),168
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,176041.67
Extraction Timestamp,20250728_085025
Monthly Income,"12,000.00"
Total Investment Amount,"839,958.33"
Total Investment Final Value,"1,380,686.45"
Total Investment Profit After Tax,"265,425.46"
Effective Annual Return After Tax,3.12%
Weighted Monthly Payment (30 years),"6,244.59"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"176,041.95"
Weighted Calculation Converged,Yes
