Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1332788.24
Extraction Timestamp,20250729_043535
Monthly Income,"12,000.00"
Total Investment Amount,"1,720,920.40"
Total Investment Final Value,"6,377,898.79"
Total Investment Profit After Tax,"2,621,635.50"
Effective Annual Return After Tax,3.95%
Weighted Monthly Payment (30 years),"9,038.80"
Weighted Cost (should be ~0),0.66
Weighted Investment Profit,"1,599,080.26"
Weighted Calculation Converged,Yes
