Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),240
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,576878.22
Extraction Timestamp,20250729_031615
Monthly Income,"12,000.00"
Total Investment Amount,"1,072,754.43"
Total Investment Final Value,"2,222,793.70"
Total Investment Profit After Tax,"593,408.57"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"8,510.38"
Weighted Cost (should be ~0),-0.13
Weighted Investment Profit,"807,245.43"
Weighted Calculation Converged,Yes
