Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,972772.24
Extraction Timestamp,20250729_020620
Monthly Income,"12,000.00"
Total Investment Amount,"1,519,479.38"
Total Investment Final Value,"6,601,112.06"
Total Investment Profit After Tax,"2,884,485.10"
Effective Annual Return After Tax,4.47%
Weighted Monthly Payment (30 years),"8,881.51"
Weighted Cost (should be ~0),-0.42
Weighted Investment Profit,"1,800,663.10"
Weighted Calculation Converged,Yes
