Parameter,Value
Loan Type,פריים
Interest Rate (%),2.5
Loan Term (months),108
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,113541.67
Extraction Timestamp,20250728_083202
Monthly Income,"12,000.00"
Total Investment Amount,"182,458.33"
Total Investment Final Value,"238,322.83"
Total Investment Profit After Tax,"26,061.29"
Effective Annual Return After Tax,2.59%
Weighted Monthly Payment (30 years),"7,110.71"
Weighted Cost (should be ~0),-0.49
Weighted Investment Profit,"113,541.18"
Weighted Calculation Converged,Yes
