Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),240
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,397603.72
Extraction Timestamp,20250729_014815
Monthly Income,"12,000.00"
Total Investment Amount,"1,151,748.70"
Total Investment Final Value,"2,723,619.81"
Total Investment Profit After Tax,"820,491.60"
Effective Annual Return After Tax,3.85%
Weighted Monthly Payment (30 years),"7,382.68"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"728,251.10"
Weighted Calculation Converged,Yes
