Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),5.5
Loan Term (months),276
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,634791.67
Extraction Timestamp,20250728_101308
Monthly Income,"12,000.00"
Total Investment Amount,"1,677,208.33"
Total Investment Final Value,"3,766,078.26"
Total Investment Profit After Tax,"1,097,428.26"
Effective Annual Return After Tax,3.12%
Weighted Monthly Payment (30 years),"7,459.44"
Weighted Cost (should be ~0),-0.58
Weighted Investment Profit,"634,791.09"
Weighted Calculation Converged,Yes
