Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,481823.41
Extraction Timestamp,20250729_025350
Monthly Income,"12,000.00"
Total Investment Amount,"2,607,132.40"
Total Investment Final Value,"9,224,039.21"
Total Investment Profit After Tax,"3,713,047.42"
Effective Annual Return After Tax,3.80%
Weighted Monthly Payment (30 years),"5,445.77"
Weighted Cost (should be ~0),0.65
Weighted Investment Profit,"712,868.25"
Weighted Calculation Converged,Yes
