Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),360
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1565535.63
Extraction Timestamp,20250729_061625
Monthly Income,"12,000.00"
Total Investment Amount,"1,112,847.33"
Total Investment Final Value,"5,064,201.07"
Total Investment Profit After Tax,"2,249,045.61"
Effective Annual Return After Tax,4.62%
Weighted Monthly Payment (30 years),"10,799.14"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"2,216,485.71"
Weighted Calculation Converged,Yes
