Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),60
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,60
Total Mortgage Interest,108067.72
Extraction Timestamp,20250727_153956
Monthly Income,"12,000.00"
Total Investment Amount,0.00
Total Investment Final Value,0.00
Total Investment Profit After Tax,0.00
Effective Annual Return After Tax,0.00%
Weighted Monthly Payment (30 years),"9,295.14"
Weighted Cost (should be ~0),-0.41
Weighted Investment Profit,"202,351.58"
Weighted Calculation Converged,Yes
