Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),240
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,678016.02
Extraction Timestamp,20250729_043129
Monthly Income,"12,000.00"
Total Investment Amount,"931,228.82"
Total Investment Final Value,"2,222,456.25"
Total Investment Profit After Tax,"674,515.47"
Effective Annual Return After Tax,3.89%
Weighted Monthly Payment (30 years),"8,600.78"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"948,771.98"
Weighted Calculation Converged,Yes
