Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),60
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,60
Total Mortgage Interest,120934.13
Extraction Timestamp,20250727_191009
Monthly Income,"12,000.00"
Total Investment Amount,0.00
Total Investment Final Value,0.00
Total Investment Profit After Tax,0.00
Effective Annual Return After Tax,0.00%
Weighted Monthly Payment (30 years),"9,344.37"
Weighted Cost (should be ~0),0.34
Weighted Investment Profit,"206,703.36"
Weighted Calculation Converged,Yes
