Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),96
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,96
Total Mortgage Interest,179726.64
Extraction Timestamp,20250727_160032
Monthly Income,"12,000.00"
Total Investment Amount,0.00
Total Investment Final Value,0.00
Total Investment Profit After Tax,0.00
Effective Annual Return After Tax,0.00%
Weighted Monthly Payment (30 years),"9,183.02"
Weighted Cost (should be ~0),0.05
Weighted Investment Profit,"349,928.04"
Weighted Calculation Converged,Yes
