Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),120
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,179836.03
Extraction Timestamp,20250729_021342
Monthly Income,"12,000.00"
Total Investment Amount,"89,446.20"
Total Investment Final Value,"156,551.95"
Total Investment Profit After Tax,"32,489.20"
Effective Annual Return After Tax,5.00%
Weighted Monthly Payment (30 years),"8,509.34"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"389,034.34"
Weighted Calculation Converged,Yes
