Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),336
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,1191343.08
Extraction Timestamp,20250728_000945
Monthly Income,"12,000.00"
Total Investment Amount,"1,055,819.86"
Total Investment Final Value,"3,503,578.83"
Total Investment Profit After Tax,"1,360,494.83"
Effective Annual Return After Tax,3.86%
Weighted Monthly Payment (30 years),"11,517.80"
Weighted Cost (should be ~0),-0.04
Weighted Investment Profit,"1,976,180.10"
Weighted Calculation Converged,Yes
