Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,336254.32
Extraction Timestamp,20250727_224141
Monthly Income,"12,000.00"
Total Investment Amount,"1,202,174.64"
Total Investment Final Value,"2,677,182.27"
Total Investment Profit After Tax,"766,399.90"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"7,429.28"
Weighted Cost (should be ~0),-0.81
Weighted Investment Profit,"677,824.55"
Weighted Calculation Converged,Yes
