Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),288
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,שפיצר
Total Monthly Payments,288
Total Mortgage Interest,552429.16
Extraction Timestamp,20250729_032027
Monthly Income,"12,000.00"
Total Investment Amount,"1,479,508.80"
Total Investment Final Value,"4,245,579.77"
Total Investment Profit After Tax,"1,491,793.39"
Effective Annual Return After Tax,3.95%
Weighted Monthly Payment (30 years),"7,508.62"
Weighted Cost (should be ~0),0.48
Weighted Investment Profit,"976,491.68"
Weighted Calculation Converged,Yes
