Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),108
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,98176.40
Extraction Timestamp,20250727_171852
Monthly Income,"12,000.00"
Total Investment Amount,"75,358.24"
Total Investment Final Value,"110,466.35"
Total Investment Profit After Tax,"16,634.85"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"7,799.92"
Weighted Cost (should be ~0),-0.50
Weighted Investment Profit,"220,641.26"
Weighted Calculation Converged,Yes
