Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),60
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,60
Total Mortgage Interest,151305.93
Extraction Timestamp,20250727_192920
Monthly Income,"12,000.00"
Total Investment Amount,0.00
Total Investment Final Value,0.00
Total Investment Profit After Tax,0.00
Effective Annual Return After Tax,0.00%
Weighted Monthly Payment (30 years),"9,351.70"
Weighted Cost (should be ~0),-0.87
Weighted Investment Profit,"203,845.63"
Weighted Calculation Converged,Yes
