Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),120
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,246164.16
Extraction Timestamp,20250729_043259
Monthly Income,"12,000.00"
Total Investment Amount,"84,762.78"
Total Investment Final Value,"143,074.51"
Total Investment Profit After Tax,"28,113.35"
Effective Annual Return After Tax,4.66%
Weighted Monthly Payment (30 years),"8,398.43"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"361,812.52"
Weighted Calculation Converged,Yes
