input_data,month,cur_duration,opening_balance,interest,capital,month_payment,cpi,closing_balance,monthly_income,monthly_investment,investment_final_value,investment_profit_after_tax,investment_net_value_after_tax
,277,24,100000,420,0,420,0,100000,1200,780,888.0011126051528,46.90120116548667,872.3673788833239
,278,23,100000,420,0,420,0,100000,1200,780,883.0084544255228,44.67981784146849,868.1151818117
,279,22,100000,420,0,420,0,100000,1200,780,878.0438667464191,42.47574023343171,863.8852866686085
,280,21,100000,420,0,420,0,100000,1200,780,873.1071917455008,40.28885919339103,859.6775720143705
,281,20,100000,420,0,420,0,100000,1200,780,868.198272487761,38.119066216180784,855.4919170823673
,282,19,100000,420,0,420,0,100000,1200,780,863.3169529205366,35.9662534357698,851.3282017752799
,283,18,100000,420,0,420,0,100000,1200,780,858.4630778685485,33.83031362159565,847.1863066613499
,284,17,100000,420,0,420,0,100000,1200,780,853.6364930289677,31.7111401749209,843.0661129706607
,285,16,100000,420,0,420,0,100000,1200,780,848.8370449665117,29.60862712520995,838.9675025914418
,286,15,100000,420,0,420,0,100000,1200,780,844.0645811085644,27.52266912652479,834.8903580663895
,287,14,100000,420,0,420,0,100000,1200,780,839.3189497403284,25.45316145394412,830.8345625890138
,288,13,100000,420,0,420,0,100000,1200,780,834.6,23.399999999999352,826.8000000000002
,289,12,100000,420,0,420,0,100000,1200,780,829.9075818739746,21.36308127113415,822.7865547835966
,290,11,100000,420,0,420,0,100000,1200,780,825.2415461920775,19.342302384181522,818.794112064017
,291,10,100000,420,0,420,0,100000,1200,780,820.6017446228216,17.337561062861823,814.8225576018676
,292,9,100000,420,0,420,0,100000,1200,780,815.9880296686924,15.348755634301881,810.8717777905918
,293,8,100000,420,0,420,0,100000,1200,780,811.4002546614588,13.375785025570508,806.9416596529353
,294,7,100000,420,0,420,0,100000,1200,780,806.8382737575108,11.418548760237968,803.0320908374315
,295,6,100000,420,0,420,0,100000,1200,780,802.3019419332228,9.476946954951131,799.1429596149057
,296,5,100000,420,0,420,0,100000,1200,780,797.7911149803438,7.550880316030458,795.2741548750002
,297,4,100000,420,0,420,0,100000,1200,780,793.3056495014129,5.640250136085655,791.4255661227177
,298,3,100000,420,0,420,0,100000,1200,780,788.8454029052004,3.744958290650004,787.5970834749837
,299,2,100000,420,0,420,0,100000,1200,780,784.4102334021761,1.8649072348343907,783.7885976572313
,300,1,100000,420,100000,100420,0,0,1200,0,0.0,0.0,0.0
